"","track_id","artists","album_name","track_name","popularity","duration_ms","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","track_genre","multiple_artists"
"8126","7rPFGFXy4e06icrXPUYaVN","Pete Bernhard","Things I Left Behind","straightline",21,320626,FALSE,0.601,0.328,"G",-13.374,"major",0.0401,0.913,0.0257,0.104,0.67,160.374,"4","honky-tonk",FALSE
"8127","044dqTF55nTnbezQoNZLKO","Ernest Tubb","20th Century Masters: The Millennium Collection: Best Of Ernest Tubb","Drivin' Nails In My Coffin",21,172906,FALSE,0.682,0.448,"C",-11.719,"major",0.0319,0.803,0,0.191,0.67,113.602,"4","honky-tonk",FALSE
"8128","2nxVqPUy9WTzKHuCWRb9DM","Hank Williams;Drifting Cowboys","I Saw The Light (Expanded Undubbed Edition)","Jesus Remembered Me",20,174573,FALSE,0.401,0.425,"G",-10.032,"major",0.0348,0.883,0,0.171,0.641,206.092,"4","honky-tonk",TRUE
"8129","0QsjbnrUVuxVi6gYTsF1di","George Jones","Treasure of Love","Your Old Standby",22,143973,FALSE,0.615,0.385,"G",-9.68,"major",0.0312,0.876,0,0.241,0.728,126.164,"4","honky-tonk",FALSE
"8130","4xvJG7VkLonGWW9cEYQ7yC","Ray Price","The Essential Ray Price","I Won't Mention It Again",20,220240,FALSE,0.352,0.183,"F",-16.143,"major",0.0278,0.624,0.000254,0.136,0.51,80.517,"4","honky-tonk",FALSE
"8131","0hveAq1VSNWo9MQYGMHvFF","Hank Williams","Moanin' The Blues (Expanded Edition)","I'm So Lonesome I Could Cry",50,168773,FALSE,0.678,0.218,"E",-13.084,"major",0.0288,0.874,0.000697,0.125,0.652,110.964,"3","honky-tonk",FALSE
"8132","5aQiUyw3InuJO0VVy6Qfbq","Hank Williams","The Complete Hank Williams","Lost On The River",20,153506,FALSE,0.525,0.362,"A",-10.791,"major",0.0324,0.854,1.61e-05,0.602,0.613,148.394,"3","honky-tonk",FALSE
"8133","4eAzIpc6QKvw2xGx9ldy2d","George Jones","The Grand Tour","Pass Me By (If You're Only Passing Through)",20,178533,FALSE,0.561,0.188,"G#/Ab",-14.61,"major",0.0283,0.873,0.00027,0.274,0.511,105.349,"4","honky-tonk",FALSE
"8134","4KID9HaJFhbaTnZFV8X0JI","George Jones","22 Early Starday Recordings","Maybe Little Baby",20,122440,FALSE,0.581,0.75,"A",-8.81,"major",0.0453,0.906,0.00166,0.147,0.845,96.184,"4","honky-tonk",FALSE
"8135","0hatfSeow2U2JxpapNvNL2","Ray Price","Night Life","Pride",20,154960,FALSE,0.501,0.342,"D",-13.237,"major",0.0314,0.915,0,0.129,0.668,130.411,"4","honky-tonk",FALSE
"8136","7wdq1eTa9o0uKBkTOFOOsi","Ernest Tubb","Retrospective (Volume 2)","Thirty Days (To Come Back Home)",21,147106,FALSE,0.829,0.412,"D",-11.812,"major",0.053,0.724,0,0.0813,0.933,114.692,"4","honky-tonk",FALSE
"8137","5LdFryY9gC2s1kSbrFlRnf","Hank Williams;Drifting Cowboys","The Complete Hank Williams","Half As Much",20,162933,FALSE,0.66,0.327,"A",-10.069,"major",0.0311,0.899,3.18e-05,0.0867,0.45,126.847,"4","honky-tonk",TRUE
"8138","4SabpsbPFfwS3jzgq0HaOk","Lefty Frizzell","The Complete Columbia Recording Sessions, Vol. 7 - 1964-1966","Make That One for the Road a Cup of Coffee",20,178280,FALSE,0.64,0.383,"E",-13.13,"major",0.036,0.661,0.000307,0.179,0.726,122.054,"4","honky-tonk",FALSE
"8139","4XS8FAMUIOAEqkj1EASfjd","George Jones","The Grand Tour","Once You've Had the Best - Single Version",20,158626,FALSE,0.474,0.254,"G",-14.144,"major",0.0258,0.917,1e-04,0.133,0.455,89.789,"4","honky-tonk",FALSE
"8140","6Ia718bmvgBQsCg3ZJwFLY","George Jones","Shine On","Ol' George Stopped Drinkin' Today",20,171000,FALSE,0.678,0.337,"F#/Gb",-14.312,"major",0.0353,0.7,2.06e-06,0.112,0.542,123.827,"4","honky-tonk",FALSE
"8141","42mWEvGlwKGhVQs8XkvQKP","George Jones","The New Favorites Of George Jones","She Thinks I Still Care",49,154800,FALSE,0.591,0.424,"B",-8.512,"major",0.0301,0.283,0,0.134,0.613,115.01,"4","honky-tonk",FALSE
"8142","6Eibn6ygiLe8rouLygLd4Y","Ray Price","American Originals","Under Your Spell Again - Single Version",21,180400,FALSE,0.532,0.595,"G#/Ab",-10.002,"major",0.0478,0.499,0.0013,0.234,0.824,135.422,"3","honky-tonk",FALSE
"8143","6BE3Gxwmn7GHLWB6L9Pc5f","Hank Williams","The Complete Hank Williams","My Sweet Love Ain't Around",20,162226,FALSE,0.532,0.266,"C",-11.076,"major",0.029,0.791,0.000358,0.164,0.626,124.832,"4","honky-tonk",FALSE
"8144","7wknMXNNLVLq0qr5PkFEL8","Hank Williams;Drifting Cowboys","40 Greatest Hits","(I Heard That) Lonesome Whistle - Single Version",21,148133,FALSE,0.626,0.0966,"D",-17.412,"major",0.0327,0.915,7.26e-06,0.124,0.502,91.484,"3","honky-tonk",TRUE
"8145","2JR4xv4473QgAK5wgRPb6u","Lefty Frizzell","The Complete Columbia Recording Sessions, Vol. 1 - 1950-1951","Mom and Dad's Waltz",20,185293,FALSE,0.605,0.259,"C",-10.788,"major",0.0297,0.74,0.000136,0.0734,0.562,95.637,"3","honky-tonk",FALSE
"8146","1pM07yrKnEJRBX7oCpxbmM","Hank Williams;Drifting Cowboys","The Complete Hank Williams","Take These Chains From My Heart",21,157106,FALSE,0.707,0.228,"D",-11.527,"major",0.0311,0.762,0,0.103,0.709,130.349,"4","honky-tonk",TRUE
"8147","7DkGclDOjpLcAgXGUPqHBO","George Jones","Walls Can Fall","There's The Door",20,158773,FALSE,0.41,0.232,"E",-16.044,"major",0.0343,0.518,0,0.13,0.259,134.999,"4","honky-tonk",FALSE
"8148","3myUue1SnfuIK2mPcWIUZt","George Jones","Cold Hard Truth","When the Last Curtain Falls",21,217000,FALSE,0.494,0.41,"A#/Bb",-7.409,"major",0.0277,0.44,0,0.131,0.293,134.544,"3","honky-tonk",FALSE
"8149","5sLKsqYG7XhBi2R7IHrIQi","George Jones","The New Favorites Of George Jones","Open Pit Mine",21,189440,FALSE,0.627,0.293,"G",-9.374,"major",0.0323,0.57,1.49e-06,0.402,0.496,119.316,"3","honky-tonk",FALSE
"8150","7kVJV8rH5PtYHlqMsR4ZQB","George Jones;Tammy Wynette","George Jones and Tammy Wynette - 16 Biggest Hits","(We're Not) The Jet Set",20,145373,FALSE,0.355,0.272,"A",-14.011,"major",0.0358,0.587,2.5e-06,0.258,0.447,181.275,"3","honky-tonk",TRUE
"8151","4RZFpgo4VzBjH5g7XCHo2l","Hank Williams;Drifting Cowboys","40 Greatest Hits","Lovesick Blues - Single Version",36,165240,FALSE,0.776,0.197,"C",-13.308,"major",0.0467,0.95,7.39e-06,0.147,0.689,126.236,"4","honky-tonk",TRUE
"8152","1lnQ6kkVaHg0Itdx88REdJ","Hank Williams;Drifting Cowboys","Memorial Album (Expanded Edition)","Cold, Cold Heart",46,165800,FALSE,0.576,0.166,"D",-12.052,"major",0.0371,0.887,0,0.153,0.541,113.199,"4","honky-tonk",TRUE
"8153","0WwmFdGXe7Yky4T2J1oqLk","Hank Williams;Drifting Cowboys","Memorial Album (Expanded Edition)","Your Cheatin' Heart",50,164373,FALSE,0.662,0.236,"C",-11.631,"major",0.0285,0.766,2.39e-05,0.0798,0.653,127.85,"4","honky-tonk",TRUE
"8154","2Gtk6whdqZOHx27Xdev1Nt","Floyd Cramer","Special Songs Of Love","I Can't Stop Loving You",19,189376,FALSE,0.559,0.392,"F",-12.873,"major",0.027,0.573,0.0808,0.17,0.273,91.026,"4","honky-tonk",FALSE
"8155","00NZcRjpixxnyUwltRhj7V","Ray Price","Golden Hits","Funny How Time Slips Away",19,173733,FALSE,0.551,0.259,"C",-12.877,"major",0.0326,0.785,0.0585,0.177,0.426,85.436,"4","honky-tonk",FALSE
"8156","4OOIKnoJzM3Oc3v11uraE4","Lefty Frizzell","Puttin' On","Little Old Wine Drinker Me",19,168533,FALSE,0.664,0.448,"G",-12.553,"major",0.0306,0.611,0.0738,0.0869,0.739,123.977,"4","honky-tonk",FALSE
"8157","6khO0U2cbPBDBKwg63hQ8G","George Jones","The Gospel Collection: George Jones Sings The Greatest Stories Ever Told","Amazing Grace",18,203493,FALSE,0.324,0.245,"C",-9.678,"major",0.036,0.781,0,0.156,0.244,97.833,"4","honky-tonk",FALSE
"8158","1WJvf8S3QEjkEHeNWPi93n","George Jones","Who's Gonna Fill Their Shoes","Somebody Wants Me out of the Way",19,199186,FALSE,0.582,0.252,"F",-15.521,"major",0.0309,0.516,0,0.104,0.3,93.862,"3","honky-tonk",FALSE
"8159","0pmbq9vYE7bTLs14YoD7eL","Pete Bernhard","Straight Line","Mr. Mudd and Mr. Gold",19,255320,FALSE,0.703,0.541,"D",-6.337,"minor",0.0398,0.124,0,0.0954,0.569,98.864,"4","honky-tonk",FALSE
"8160","1VLtvH7S2JIB4N6IO9wdq7","George Jones","The Gospel Collection: George Jones Sings The Greatest Stories Ever Told","In The Garden",18,208333,FALSE,0.377,0.389,"G",-7.792,"major",0.028,0.671,3.14e-06,0.22,0.193,107.736,"3","honky-tonk",FALSE
"8161","7hsRo2C9e797qlSETxcXGy","George Jones","Greatest Hits from the King of Country","Things Have Gone to Pieces",18,172413,FALSE,0.426,0.262,"C#/Db",-10.831,"major",0.0287,0.85,0.000155,0.202,0.401,90.23,"4","honky-tonk",FALSE
"8162","2SrT4LdQ87Jjv2mXisHzkI","Floyd Cramer","20 Greatest Hits","Remember Me (I'm The One Who Loves You)",19,154386,FALSE,0.623,0.488,"D",-5.803,"major",0.0271,0.565,0.036,0.225,0.638,92.478,"4","honky-tonk",FALSE
"8163","0fdUv0Rrwr64N8G1x2u0aX","Hank Williams;Drifting Cowboys","40 Greatest Hits","Why Should We Try Anymore - Single Version",19,158973,FALSE,0.674,0.191,"E",-15.993,"major",0.0309,0.855,0,0.282,0.612,126.052,"4","honky-tonk",TRUE
"8164","5c7uPsnRPAv4oPOkHXXZyI","George Jones","Shine On","I Should've Called",19,157266,FALSE,0.714,0.4,"G#/Ab",-13.521,"major",0.036,0.538,3.65e-05,0.182,0.823,119.431,"4","honky-tonk",FALSE
"8165","3bQpVByzsvSNA1Qmgaypl1","Hank Williams;Drifting Cowboys","40 Greatest Hits","They'll Never Take Her Love From Me - Single Version",19,167200,FALSE,0.631,0.0653,"G",-17.437,"major",0.0371,0.861,0,0.109,0.656,125.489,"4","honky-tonk",TRUE
"8166","0clMwAoIjm1LSh2ZePMxTA","George Jones","More Country Fun","Choices",19,206213,FALSE,0.476,0.349,"D",-11.635,"major",0.0275,0.537,0,0.0805,0.316,138.085,"4","honky-tonk",FALSE
"8167","0T1QhsRTEbtue1MdlTQ9tW","Hank Williams;Drifting Cowboys","40 Greatest Hits","Baby We're Really In Love",19,154573,FALSE,0.753,0.181,"C",-14.772,"major",0.0496,0.939,0,0.217,0.868,137.373,"4","honky-tonk",TRUE
"8168","5BagMLXQRdSzbzzK5oRwzv","George Jones","The Very Best Of George Jones (Original Musicor Records Recordings)","Wrapped Around Her Finger",19,170946,FALSE,0.53,0.196,"A#/Bb",-16.187,"major",0.0285,0.797,1.61e-06,0.0975,0.583,105.624,"4","honky-tonk",FALSE
"8169","1g8SEY3F2iliV1aJgqmQsv","Ray Price","Super Hits","Crazy Arms",19,152106,FALSE,0.406,0.567,"F",-7.24,"major",0.036,0.605,0.0178,0.24,0.767,116.474,"5","honky-tonk",FALSE
"8170","1nH5rJ7eumbnAilhAV3WD6","George Jones","Hits I Missed And One I Didn't","Here In The Real World",18,220280,FALSE,0.546,0.518,"D#/Eb",-5.385,"major",0.0247,0.574,2.36e-05,0.0832,0.475,87.973,"4","honky-tonk",FALSE
"8171","0D0TyoBjVdjA5wRo1fqN3b","Hank Williams","The Complete Hank Williams","The Log Train",18,140293,FALSE,0.426,0.192,"C",-13.186,"major",0.0492,0.963,0.0185,0.101,0.361,163.748,"3","honky-tonk",FALSE
"8172","5NBQjmz6ZM0TuV9wNhXKfM","Hank Williams","The Complete Hank Williams","I'm Satisfied With You",19,152906,FALSE,0.78,0.327,"D",-12.329,"major",0.0522,0.888,0,0.116,0.962,107.503,"4","honky-tonk",FALSE
"8173","4Bd4agelEr4XBZwjUmARBD","Hank Williams","The Complete Hank Williams","Window Shopping",19,151560,FALSE,0.756,0.223,"C",-11.049,"major",0.0322,0.837,6.53e-05,0.131,0.903,136.039,"4","honky-tonk",FALSE
"8174","4q35lVO44GVnHdsHHMtlym","Hank Williams;Drifting Cowboys","40 Greatest Hits","Take These Chains From My Heart - Single Version",19,160600,FALSE,0.717,0.109,"D",-16.867,"major",0.0344,0.847,0,0.111,0.677,130.367,"4","honky-tonk",TRUE
"8175","4HarxuuVGZLQ1Cn1NPPGdN","Hank Williams","The Complete Hank Williams","On The Banks Of The Old Pontchartrain",19,171866,FALSE,0.468,0.222,"A",-12.84,"major",0.0336,0.901,0,0.108,0.804,140.854,"3","honky-tonk",FALSE
"8176","7dJoZ51kDGcJyDQRdFGCjw","Hank Williams;Drifting Cowboys","The Complete Hank Williams","Rootie Tootie",19,164706,FALSE,0.535,0.384,"E",-11.208,"major",0.0374,0.842,0,0.115,0.904,165.053,"4","honky-tonk",TRUE
"8177","1e6sJSsSVQDq4ucpJ6l7cG","Ray Price","Night Life","Bright Lights and Blonde Haired Women",19,142800,FALSE,0.639,0.28,"A",-13.535,"major",0.0325,0.848,0,0.472,0.673,117.071,"4","honky-tonk",FALSE
"8178","6TNDrJIwL7xaoghGeNlWqQ","George Jones;Tammy Wynette","The Essential Tammy Wynette","Golden Ring",18,181653,FALSE,0.585,0.46,"B",-12.797,"major",0.0499,0.699,0,0.201,0.588,83.373,"4","honky-tonk",TRUE
"8179","5AbC76zDikNtHjOYCMmVyl","George Jones","Walls Can Fall","Don't Send Me No Angels",19,201986,FALSE,0.531,0.256,"F",-14.161,"major",0.0253,0.411,1.24e-05,0.377,0.355,82.246,"3","honky-tonk",FALSE
"8180","2KSq5MQ7n8QWFL8TCk9z1i","George Jones","Best Of","Too Much Water - Single Version",19,128346,FALSE,0.55,0.657,"A#/Bb",-7.843,"major",0.0709,0.776,0,0.134,0.959,163.998,"4","honky-tonk",FALSE
"8181","16UvxAOto68oxaFNBEKEuv","George Jones","The Essential George Jones","If Drinkin' Don't Kill Me (Her Memory Will) - Single Version",19,190160,FALSE,0.382,0.32,"F#/Gb",-12.941,"major",0.0395,0.609,0,0.165,0.226,89.891,"3","honky-tonk",FALSE
"8182","0gRYJ053iRU2CSLLSnBHdu","George Jones","I Am What I Am (Expanded Edition)","Bone Dry",19,135200,FALSE,0.552,0.667,"F",-9.638,"major",0.0615,0.527,1.96e-05,0.124,0.679,172.49,"4","honky-tonk",FALSE
"8183","6I3tZTUgtTtF6x1xAVwx6r","George Jones","Walls Can Fall","You Must Have Walked Across My Mind Again",18,174893,FALSE,0.657,0.342,"G#/Ab",-13.269,"major",0.0274,0.404,8.14e-06,0.112,0.528,105.927,"4","honky-tonk",FALSE
"8184","1fNVlMup9qvrnQlJsKDN8k","George Jones","I Am What I Am (Expanded Edition)","Brother to the Blues",19,169893,FALSE,0.568,0.382,"F#/Gb",-12.898,"major",0.0323,0.749,0,0.123,0.429,111.388,"4","honky-tonk",FALSE
"8185","4JyRuGw9sQzhnldGOTIfz1","Hank Williams;Drifting Cowboys","Country Music - A Film by Ken Burns (The Soundtrack) [Deluxe]","I'm So Lonesome I Could Cry (with The Drifting Cowboys) - Single Version",18,165400,FALSE,0.673,0.201,"E",-13.224,"major",0.029,0.857,0.00127,0.218,0.691,110.986,"3","honky-tonk",TRUE
"8186","7xJrhdABtvukh0KRAwHs2V","George Jones","I Am What I Am (Expanded Edition)","I'm A Fool For Loving Her",19,203893,FALSE,0.479,0.284,"A",-14.109,"major",0.0262,0.714,1.91e-06,0.138,0.47,147.553,"4","honky-tonk",FALSE
"8187","0XzoaSSsr4GPrBKOlh14FA","George Jones","I Am What I Am (Expanded Edition)","His Lovin' Her Is Gettin' In My Way",18,149173,FALSE,0.591,0.642,"A",-11.301,"major",0.0393,0.565,3.82e-06,0.149,0.824,151.709,"4","honky-tonk",FALSE
"8188","510Cx4YuV8LgaSftK4IAhJ","George Jones;Tammy Wynette","George Jones and Tammy Wynette - 16 Biggest Hits","Something To Brag About",18,133426,FALSE,0.711,0.578,"D",-10.402,"major",0.0444,0.654,4.51e-06,0.197,0.827,116.349,"4","honky-tonk",TRUE
"8189","2YrQ3FJSsFSDblnSQhrgAl","Floyd Cramer","Last Date (Original Album Plus Bonus Tracks 1962)","Heart and Soul",23,129506,FALSE,0.462,0.553,"D",-9.534,"minor",0.0308,0.818,0.767,0.171,0.859,142.172,"4","honky-tonk",FALSE
"8190","361wxJRa6M2sH1Epy2MAC1","Ray Price","Super Hits","Heartaches By The Number",44,176626,FALSE,0.515,0.603,"A#/Bb",-6.246,"major",0.0318,0.639,0,0.121,0.892,127.151,"4","honky-tonk",FALSE
"8191","6cBXgqN67ido6cnHaaT0fR","Pete Bernhard","Things I Left Behind","snow",18,197546,FALSE,0.583,0.276,"F",-13.276,"minor",0.0369,0.789,0.00475,0.103,0.224,129.294,"4","honky-tonk",FALSE
"8192","3jOeaIRuyLuztWpxWA3BnX","Floyd Cramer","Last Date","Mood Indigo",17,167800,FALSE,0.274,0.519,"D",-10.569,"major",0.0342,0.706,0.0145,0.122,0.412,76.625,"4","honky-tonk",FALSE
"8193","5boKQMMd8DzvsqFiLMxN6g","Floyd Cramer","Piano Masterpieces","A Walk In The Black Forest",18,140866,FALSE,0.662,0.29,"E",-12.88,"minor",0.031,0.652,0.838,0.326,0.738,172.096,"4","honky-tonk",FALSE
"8194","7H1u1kquLaZcI2XNN9v9Hs","Floyd Cramer","Class of '71","Mr. Bojangles",17,150866,FALSE,0.522,0.352,"E",-15.697,"minor",0.0295,0.656,0.942,0.157,0.584,81.92,"4","honky-tonk",FALSE
"8195","1ivKd0oIHbckhTewZr3buo","Ray Price","The Essential Ray Price","A Way to Survive",17,180400,FALSE,0.505,0.353,"G",-13.323,"major",0.0323,0.22,8.24e-05,0.184,0.604,103.828,"4","honky-tonk",FALSE
"8196","0azPIV9Vc9SdmF8eJIvtTU","George Jones;Tammy Wynette","Golden Ring","Cryin' Time",18,162573,FALSE,0.529,0.279,"F",-13.209,"major",0.034,0.885,4.54e-06,0.0975,0.423,67.595,"4","honky-tonk",TRUE
"8197","3YWDfErTI0oAVofo56nsc0","Hank Williams;Drifting Cowboys","40 Greatest Hits","I'm Sorry For You My Friend",17,163493,FALSE,0.609,0.147,"E",-14.774,"major",0.0321,0.926,0,0.114,0.462,114.854,"4","honky-tonk",TRUE
"8198","6mOn3oIi7pSIRkccafslIr","Hank Williams","The Garden Spot Programs, 1950","Mind Your Own Business",17,152291,FALSE,0.589,0.328,"E",-8.037,"major",0.146,0.952,0,0.772,0.876,145.382,"4","honky-tonk",FALSE
"8199","4wDpjRQOvOHXE9AtNWpdVQ","George Jones","Super Hits","Who's Gonna Fill Their Shoes",51,195133,FALSE,0.441,0.262,"E",-13.435,"major",0.0301,0.672,0,0.133,0.317,138.327,"4","honky-tonk",FALSE
"8200","7GgtarFx3ognXFQooZ3PyW","Ernest Tubb","Retrospective (Volume 2)","Thanks A Lot",55,154333,FALSE,0.636,0.511,"C",-14.016,"major",0.0389,0.387,0.00035,0.211,0.769,167.37,"4","honky-tonk",FALSE
"8201","3Aa8Gcc8Y4Q9t9Cx8Af7tM","George Jones","Saginaw Michigan","Saginaw Michigan",17,168000,FALSE,0.521,0.449,"E",-13.521,"major",0.0506,0.697,0,0.101,0.905,156.694,"4","honky-tonk",FALSE
"8202","2Hx6hbmAyRWiZzDOlZaIpE","Floyd Cramer","On the Rebound","Wonderland By Night",18,175973,FALSE,0.522,0.201,"D#/Eb",-13.589,"major",0.0277,0.675,0.14,0.131,0.543,71.621,"4","honky-tonk",FALSE
"8203","0td5AGvNna0hSBbcyFnA5r","Ray Price","Night Life","The Twenty-Fourth Hour",18,171080,FALSE,0.491,0.328,"F",-14.176,"major",0.037,0.894,6.13e-05,0.427,0.52,104.534,"3","honky-tonk",FALSE
"8204","4Gwm4lYdMCPAzp766nZRqP","George Jones","Starday & Musicor Originals","Get Some Loving Done",17,127640,FALSE,0.637,0.575,"A",-13.153,"major",0.0547,0.758,0,0.117,0.783,96.992,"4","honky-tonk",FALSE
"8205","4kaSkD4w5xAT43RdIb8pIW","Hank Williams","Hank Williams As Luke The Drifter (Expanded Edition)","Pictures From Life's Other Side",17,173160,FALSE,0.417,0.327,"E",-11.113,"major",0.0342,0.927,0,0.129,0.677,139.553,"3","honky-tonk",FALSE
"8206","6k1u0Ulj8get6FWPLjTnHO","George Jones","The Gospel Collection: George Jones Sings The Greatest Stories Ever Told","Family Bible",18,213333,FALSE,0.558,0.48,"D",-6.865,"major",0.0264,0.671,2.54e-06,0.357,0.331,103.632,"4","honky-tonk",FALSE
"8207","1k4q7VNAyQXsS4oZFD4kFD","George Jones","The Very Best Of George Jones (Original Musicor Records Recordings)","Someone Sweet To Love",17,134600,FALSE,0.597,0.588,"G",-13.894,"major",0.0344,0.746,1.12e-05,0.159,0.966,103.37,"4","honky-tonk",FALSE
"8208","0WTDiIvukZYfdXTazaxxqY","Ray Price","The Essential Ray Price","Heartaches By the Number",18,177306,FALSE,0.537,0.537,"A#/Bb",-7.877,"major",0.0337,0.801,8.91e-06,0.09,0.845,127.01,"4","honky-tonk",FALSE
"8209","5og5jOqNlMtU7Y4bDMF4tC","George Jones","Mr. Country and Western","A Good Year For The Roses",18,186093,FALSE,0.485,0.268,"B",-14.994,"major",0.0281,0.703,0.226,0.212,0.471,92.69,"4","honky-tonk",FALSE
"8210","6b9Uz7VSIC7JJlsStFxD87","Hank Williams","Country Music - A Film by Ken Burns (The Soundtrack) [Deluxe]","Hey, Good Lookin'",18,199280,FALSE,0.596,0.397,"C",-9.164,"major",0.0653,0.886,0,0.165,0.871,144.597,"4","honky-tonk",FALSE
"8211","5b9xPPd5DxPtrpTuxm6TaY","Ernest Tubb","The Definitive Collection","You Don't Have To Be A Baby To Cry",18,142600,FALSE,0.806,0.299,"A",-11.343,"major",0.0317,0.665,2.47e-06,0.132,0.898,143.34,"4","honky-tonk",FALSE
"8212","0DFjrfw4hZ3vVEfWwDZlNb","George Jones","The Gospel Collection: George Jones Sings The Greatest Stories Ever Told","Softly And Tenderly",17,188066,FALSE,0.468,0.343,"G",-8.728,"major",0.0252,0.686,1.15e-06,0.262,0.231,75.002,"3","honky-tonk",FALSE
"8213","4eiEgo7GWtftftbPEATdIG","Lefty Frizzell","American Originals","Saginaw, Michigan",19,182093,FALSE,0.587,0.412,"A#/Bb",-13.534,"major",0.0304,0.846,0.00125,0.124,0.828,145.614,"3","honky-tonk",FALSE
"8214","2E9FXvAhqjkamIBla8MJFT","George Jones","Sings More New Favorites","Your Heart Turned Left (And I Was On The Right)",17,135573,FALSE,0.636,0.733,"F",-7.515,"major",0.0611,0.364,8.32e-06,0.731,0.903,92.938,"4","honky-tonk",FALSE
"8215","4vBDBspUXQQIOZgnEYPVnD","Ray Price","Ray Price - 16 Biggest Hits","You're the Best Thing That Ever Happened to Me",17,228040,FALSE,0.24,0.365,"G#/Ab",-12.226,"major",0.0307,0.708,3.53e-05,0.0844,0.382,170.883,"4","honky-tonk",FALSE
"8216","0b7pPPRD4CD64zvBlcKjdb","Hank Williams","The Complete Hank Williams","Wild Side Of Life - Rare Radio Performance",18,174466,FALSE,0.505,0.251,"E",-14.049,"major",0.0305,0.99,3.64e-06,0.247,0.65,119.352,"4","honky-tonk",FALSE
"8217","3U2MKlgrAZDKW4MOrOxNtr","George Jones","You Oughta Be Here With Me","Hell Stays Open (All Night Long)",17,211733,FALSE,0.534,0.207,"G",-15.573,"major",0.0271,0.714,0.00414,0.138,0.318,84.868,"4","honky-tonk",FALSE
"8218","6Gmv7mq2QFi3A2M92cHNmI","Hank Williams","Turn Back The Years - The Essential Hank Williams Collection","I'll Have A New Body (I'll Have A New Life) - Live Health And Happiness Show, WSM Radio, Nashville/1949",18,124600,FALSE,0.681,0.358,"E",-11.741,"major",0.0475,0.947,0,0.355,0.329,113.431,"4","honky-tonk",FALSE
"8219","6VvYKjGL96kwsJJbzbSeYi","Floyd Cramer","Piano Masterpieces","The Old Piano Roll Blues - (Previously titled ""Piano Roll Blues"") see notes",17,135040,FALSE,0.713,0.653,"C",-13.365,"major",0.0349,0.95,0.884,0.103,0.921,152.758,"4","honky-tonk",FALSE
"8220","2rT7JtmIeRbN8EaqBCfyL9","George Jones","I Am What I Am (Expanded Edition)","Am I Losing Your Memory Or Mine?",18,212973,FALSE,0.445,0.29,"B",-13.598,"major",0.0283,0.433,0.00064,0.132,0.414,76.447,"3","honky-tonk",FALSE
"8221","1IjMW45pKqUWrXtNCQ4B2k","George Jones","Walls Can Fall","What Am I Doing There",17,229133,FALSE,0.655,0.256,"E",-14.003,"major",0.0293,0.354,2.22e-06,0.112,0.315,114.588,"3","honky-tonk",FALSE
"8222","6zcFHFzvFnTvswc37VTEW8","Pete Bernhard","Things I Left Behind","street light",16,240000,FALSE,0.717,0.394,"F#/Gb",-9.514,"major",0.0303,0.851,0.000326,0.0989,0.87,142.043,"4","honky-tonk",FALSE
"8223","0msGbpA3VWVy6cJDctPRN9","George Jones","You Gotta Be My Baby (Original Starday Records Recordings)","Why Baby Why",16,167920,FALSE,0.676,0.549,"F#/Gb",-8.04,"major",0.0813,0.876,0,0.291,0.937,146.95,"4","honky-tonk",FALSE
"8224","4rMqvswE1TVZ8ta1hE6QJU","Hank Williams","The Garden Spot Programs, 1950","I Can't Get You off My Mind",16,161565,FALSE,0.48,0.266,"C",-7.392,"major",0.0389,0.936,5e-05,0.597,0.793,146.792,"4","honky-tonk",FALSE
"8225","4CwJCYOCQjDPa7qmCsup1x","Floyd Cramer","The Essential Floyd Cramer","Corrine Corrina",16,153506,FALSE,0.581,0.798,"C",-11.153,"major",0.0318,0.306,0.0277,0.121,0.977,151.393,"4","honky-tonk",FALSE
"8226","0P58LEFd7oIDD5Id94r9q3","Hank Williams;Drifting Cowboys","40 Greatest Hits","I Won't Be Home No More",17,165133,FALSE,0.758,0.24,"E",-14.621,"major",0.0543,0.813,0,0.0767,0.96,155.189,"4","honky-tonk",TRUE
"8227","3QHq6vCgBovPBQuuRGfNB0","George Jones","Golden Hits (Original Musicor Records Recordings)","Love Bug",15,167680,FALSE,0.603,0.554,"A",-12.287,"major",0.0316,0.7,5.83e-06,0.139,0.897,92.621,"4","honky-tonk",FALSE
"8228","6TIlLAKH3ZnOvFWUrOrras","Floyd Cramer","The Slip Note Piano Style (Remastered)","Lonely Again - Remastered",16,146680,FALSE,0.516,0.235,"D",-11.897,"major",0.0365,0.434,0.012,0.189,0.384,67.491,"4","honky-tonk",FALSE
"8229","78XKo0IsB5m1LPjXIUSkHh","Hank Williams;Drifting Cowboys","I Saw The Light (Expanded Undubbed Edition)","I'm Gonna Sing",16,111093,FALSE,0.617,0.2,"D",-11.888,"major",0.0349,0.921,0,0.116,0.343,59.328,"4","honky-tonk",TRUE
"8230","7kcClLJWP8RZykmT5oC55a","George Jones;Tammy Wynette","George & Tammy & Tina","No Charge",16,192231,FALSE,0.401,0.146,"G#/Ab",-14.111,"major",0.042,0.855,3.07e-05,0.0845,0.31,129.739,"5","honky-tonk",TRUE
